commune,superficie_m2,nb_pieces,age_batiment,etage,standing,meuble,parking,securite,loyer_fcfa
Adjamé,74.0,3.0,37.0,10,Économique,0,0,1,139000
Cocody,133.0,6.0,39.0,9,Haut standing,0,1,0,662000
Yopougon,179.0,8.0,8.0,10,Moyen,0,1,0,390000
Riviera,143.0,7.0,38.0,7,Moyen,0,1,1,636000
Yopougon,121.0,5.0,9.0,0,Haut standing,0,0,0,282000
Yopougon,208.0,8.0,28.0,3,Économique,1,0,0,308000
Riviera,81.0,3.0,39.0,6,Moyen,1,0,0,340000
Koumassi,121.0,6.0,29.0,11,Économique,1,1,0,274000
Abobo,82.0,2.0,1.0,8,Moyen,0,0,0,102000
Port-Bouët,121.0,6.0,17.0,11,Économique,0,0,0,258000
Bingerville,,5.0,27.0,2,Économique,1,0,0,314000
Yopougon,148.0,7.0,31.0,11,Économique,0,0,0,152000
Yopougon,,,23.0,10,Économique,0,0,1,132000
Yopougon,31.0,1.0,37.0,11,Moyen,0,0,1,46000
Riviera,83.0,2.0,13.0,5,Moyen,0,1,0,325000
Adjamé,129.0,6.0,24.0,7,Moyen,0,0,0,217000
Cocody,109.0,4.0,24.0,10,Économique,1,1,0,429000
Bingerville,117.0,6.0,31.0,2,Économique,1,1,0,313000
Yopougon,135.0,6.0,26.0,5,Moyen,0,0,1,264000
Cocody,50.0,3.0,31.0,8,Moyen,1,0,1,269000
Abobo,139.0,6.0,30.0,8,Économique,0,1,0,149000
Yopougon,213.0,9.0,23.0,5,Moyen,0,1,0,442000
Bingerville,77.0,3.0,34.0,4,Moyen,0,0,0,194000
Marcory,,6.0,29.0,0,Économique,0,1,1,451000
Port-Bouët,98.0,4.0,32.0,2,Économique,0,1,1,149000
Abobo,115.0,6.0,32.0,2,Économique,0,1,0,124000
Cocody,142.0,6.0,26.0,11,Haut standing,0,1,0,1042000
Riviera,109.0,5.0,32.0,3,Économique,0,0,0,310000
Abobo,75.0,4.0,32.0,4,Économique,1,0,1,94000
Treichville,111.0,5.0,3.0,10,Haut standing,1,1,0,477000
Yopougon,57.0,1.0,29.0,7,Économique,0,0,0,79000
Bingerville,40.0,2.0,14.0,10,Moyen,0,0,0,110000
Treichville,24.0,1.0,28.0,8,Économique,1,1,0,60000
Marcory,184.0,8.0,27.0,11,Haut standing,1,1,0,826000
Cocody,118.0,4.0,31.0,6,Moyen,0,1,1,465000
Treichville,132.0,5.0,35.0,9,Moyen,0,0,0,297000
Koumassi,105.0,5.0,29.0,5,Économique,0,1,1,200000
Yopougon,35.0,1.0,37.0,2,Économique,0,0,1,42000
Marcory,178.0,8.0,11.0,8,Moyen,1,0,0,869000
Plateau,75.0,2.0,2.0,9,Économique,0,1,1,362000
Treichville,25.0,2.0,14.0,0,Moyen,1,1,0,90000
Riviera,83.0,3.0,9.0,8,Moyen,0,1,0,380000
Treichville,168.0,8.0,21.0,2,Moyen,0,1,1,527000
Riviera,57.0,3.0,22.0,8,Économique,0,1,0,248000
Yopougon,79.0,2.0,10.0,9,Moyen,0,0,0,125000
Plateau,76.0,2.0,15.0,0,Moyen,0,1,0,456000
Bingerville,56.0,2.0,15.0,7,Moyen,0,0,0,139000
Yopougon,99.0,5.0,13.0,5,Moyen,1,1,0,189000
Adjamé,60.0,1.0,5.0,8,Économique,0,0,0,107000
Riviera,182.0,7.0,16.0,3,Moyen,0,0,0,976000
Cocody,38.0,2.0,30.0,11,Haut standing,0,1,1,218000
Cocody,47.0,,9.0,4,Économique,0,0,1,213000
Koumassi,79.0,2.0,19.0,5,Économique,0,0,0,151000
Marcory,93.0,5.0,8.0,11,Économique,0,0,0,365000
Plateau,65.0,3.0,14.0,8,Moyen,0,0,0,393000
Cocody,136.0,4.0,38.0,5,Moyen,1,1,0,565000
Cocody,85.0,3.0,1.0,8,Économique,0,0,0,400000
Koumassi,122.0,6.0,3.0,1,Moyen,0,1,1,348000
Cocody,175.0,6.0,23.0,3,Moyen,0,1,0,879000
Yopougon,205.0,8.0,17.0,2,Haut standing,0,1,0,399000
Abobo,80.0,2.0,10.0,3,Moyen,0,1,1,136000
Yopougon,98.0,5.0,36.0,0,Moyen,0,1,1,150000
Cocody,20.0,2.0,,1,Haut standing,0,0,0,110000
Koumassi,108.0,5.0,7.0,3,Économique,0,1,0,231000
Cocody,81.0,4.0,21.0,9,Moyen,1,0,1,510000
Koumassi,54.0,1.0,4.0,3,Moyen,0,1,0,125000
Bingerville,154.0,5.0,1.0,4,Économique,0,0,0,421000
Yopougon,54.0,2.0,4.0,8,Économique,0,0,0,68000
Abobo,162.0,6.0,34.0,0,Économique,0,1,0,144000
Yopougon,117.0,,31.0,7,Économique,0,0,0,164000
Yopougon,106.0,3.0,18.0,2,Moyen,0,1,1,139000
Bingerville,63.0,3.0,38.0,8,Moyen,1,0,0,182000
Bingerville,29.0,1.0,3.0,10,Économique,0,1,1,96000
Treichville,152.0,7.0,22.0,7,Économique,0,0,0,364000
Abobo,62.0,3.0,18.0,7,Moyen,0,0,0,85000
Riviera,121.0,6.0,25.0,8,Économique,0,0,1,520000
Riviera,124.0,5.0,25.0,3,Économique,0,0,1,359000
Yopougon,94.0,3.0,6.0,11,Économique,1,0,1,143000
Yopougon,107.0,4.0,31.0,4,Économique,1,0,0,101000
Marcory,116.0,5.0,32.0,11,Économique,1,0,0,368000
Riviera,102.0,3.0,25.0,6,Économique,0,0,1,303000
Plateau,59.0,2.0,23.0,1,Moyen,0,0,0,197000
Abobo,39.0,3.0,22.0,6,Économique,1,0,1,51000
Marcory,65.0,2.0,37.0,11,Économique,1,1,1,206000
Marcory,76.0,4.0,25.0,2,Haut standing,0,0,0,288000
Yopougon,180.0,8.0,30.0,5,Moyen,1,1,1,368000
Riviera,48.0,1.0,5.0,5,Économique,1,1,0,253000
Cocody,193.0,9.0,30.0,5,Économique,0,1,1,962000
Abobo,224.0,10.0,39.0,9,Moyen,0,0,1,259000
Cocody,67.0,4.0,11.0,1,Moyen,0,1,0,401000
Plateau,220.0,8.0,16.0,8,Économique,1,0,1,1258000
Yopougon,87.0,2.0,25.0,7,Économique,0,1,1,117000
Abobo,79.0,2.0,2.0,6,Haut standing,0,1,0,131000
Marcory,180.0,7.0,14.0,10,Moyen,0,1,1,758000
Treichville,104.0,5.0,37.0,11,Économique,0,1,0,247000
Cocody,97.0,4.0,23.0,11,Économique,0,1,1,509000
Treichville,65.0,3.0,29.0,8,Économique,0,0,0,148000
Riviera,68.0,4.0,35.0,3,Économique,0,1,0,252000
Riviera,98.0,,26.0,1,Haut standing,1,0,0,455000
Treichville,180.0,7.0,21.0,3,Économique,0,1,0,549000
Abobo,48.0,1.0,1.0,11,Haut standing,0,0,1,78000
Riviera,89.0,3.0,6.0,9,Économique,0,0,0,383000
Cocody,43.0,3.0,,10,Économique,0,1,1,322000
Port-Bouët,63.0,,23.0,2,Économique,1,0,0,135000
Riviera,130.0,5.0,29.0,1,Moyen,0,1,0,477000
Cocody,57.0,1.0,0.0,1,Moyen,0,1,1,380000
Plateau,158.0,7.0,26.0,7,Moyen,0,1,1,968000
Riviera,56.0,2.0,8.0,4,Moyen,0,0,1,258000
Abobo,69.0,2.0,6.0,11,Économique,1,1,0,112000
Cocody,31.0,1.0,4.0,5,Moyen,0,1,1,183000
Marcory,158.0,5.0,29.0,7,Économique,0,0,0,378000
Yopougon,146.0,7.0,26.0,6,Moyen,1,1,1,321000
Adjamé,43.0,3.0,9.0,6,Économique,0,0,1,97000
Koumassi,80.0,2.0,24.0,11,Économique,0,0,1,164000
Riviera,76.0,2.0,17.0,6,Moyen,0,0,1,320000
Marcory,73.0,4.0,6.0,11,Économique,1,1,0,352000
Abobo,225.0,,30.0,10,Haut standing,1,0,1,384000
Abobo,72.0,2.0,31.0,10,Haut standing,0,0,0,104000
Yopougon,58.0,3.0,10.0,6,Économique,0,0,0,77000
Plateau,33.0,1.0,9.0,7,Économique,0,0,0,161000
Riviera,60.0,1.0,21.0,0,Moyen,0,1,0,189000
Bingerville,180.0,6.0,30.0,2,Haut standing,1,0,1,736000
Yopougon,,5.0,13.0,0,Économique,0,0,0,177000
Abobo,104.0,,2.0,7,Haut standing,0,0,1,250000
Marcory,62.0,3.0,23.0,1,Haut standing,0,1,1,307000
Abobo,166.0,7.0,13.0,6,Moyen,0,1,0,256000
Adjamé,122.0,5.0,15.0,5,Moyen,0,1,0,316000
Abobo,73.0,3.0,27.0,10,Économique,0,1,0,76000
Riviera,53.0,2.0,34.0,0,Moyen,0,0,0,180000
Abobo,89.0,5.0,39.0,11,Économique,0,1,0,110000
Yopougon,56.0,1.0,1.0,5,Économique,0,1,0,87000
Koumassi,84.0,4.0,33.0,8,Moyen,0,1,1,167000
Plateau,99.0,4.0,17.0,2,Économique,0,1,0,386000
Yopougon,63.0,4.0,6.0,11,Moyen,0,0,0,111000
Treichville,22.0,1.0,37.0,6,Haut standing,0,0,1,77000
Yopougon,115.0,5.0,6.0,3,Économique,1,1,1,243000
Koumassi,64.0,2.0,3.0,0,Économique,0,0,1,121000
Yopougon,99.0,3.0,15.0,6,Moyen,1,0,0,180000
Port-Bouët,86.0,2.0,5.0,0,Économique,1,0,1,200000
Abobo,206.0,8.0,19.0,10,Moyen,0,0,0,204000
Treichville,93.0,5.0,30.0,3,Économique,1,0,0,208000
Port-Bouët,146.0,6.0,18.0,8,Moyen,1,1,0,316000
Marcory,75.0,3.0,21.0,4,Économique,1,0,0,293000
Marcory,56.0,3.0,20.0,6,Économique,0,1,1,194000
Yopougon,117.0,6.0,17.0,6,Économique,0,0,1,185000
Marcory,62.0,3.0,31.0,11,Économique,0,0,0,166000
Cocody,133.0,6.0,33.0,2,Moyen,0,0,0,462000
Abobo,46.0,1.0,26.0,10,Moyen,1,1,0,73000
Abobo,110.0,4.0,37.0,7,Économique,0,0,1,131000
Yopougon,92.0,4.0,29.0,0,Économique,0,1,0,108000
Riviera,186.0,7.0,32.0,3,Moyen,1,1,0,966000
Abobo,115.0,6.0,26.0,9,Moyen,1,0,0,174000
Bingerville,86.0,3.0,22.0,3,Moyen,0,0,0,209000
Cocody,138.0,5.0,18.0,1,Économique,1,0,1,765000
Abobo,21.0,1.0,30.0,5,Haut standing,0,1,1,30000
Bingerville,123.0,5.0,3.0,0,Haut standing,0,1,0,423000
Abobo,128.0,4.0,18.0,2,Économique,1,1,0,199000
Koumassi,135.0,4.0,37.0,8,Moyen,1,0,0,251000
Yopougon,131.0,5.0,39.0,11,Moyen,0,1,1,232000
Cocody,120.0,6.0,21.0,9,Haut standing,0,0,0,716000
Yopougon,77.0,4.0,8.0,5,Moyen,0,0,0,95000
Yopougon,100.0,4.0,30.0,1,Haut standing,0,1,0,188000
Bingerville,66.0,3.0,9.0,11,Économique,0,0,0,202000
Marcory,59.0,2.0,9.0,11,Économique,0,1,1,207000
Riviera,79.0,3.0,29.0,8,Moyen,0,0,0,355000
Riviera,84.0,4.0,9.0,1,Moyen,0,0,0,436000
Marcory,112.0,4.0,35.0,11,Moyen,1,0,1,386000
Treichville,172.0,6.0,17.0,6,Haut standing,0,1,1,708000
Bingerville,144.0,7.0,18.0,0,Moyen,1,1,0,561000
Riviera,108.0,5.0,22.0,4,Moyen,0,1,0,503000
Yopougon,161.0,5.0,3.0,6,Moyen,0,1,1,289000
Treichville,94.0,4.0,11.0,2,Moyen,0,1,0,245000
Abobo,121.0,5.0,23.0,3,Économique,1,0,1,190000
Adjamé,77.0,3.0,,4,Moyen,1,0,0,187000
Marcory,92.0,4.0,3.0,2,Économique,0,1,0,358000
Koumassi,81.0,3.0,26.0,5,Économique,0,1,0,135000
Cocody,37.0,1.0,37.0,2,Économique,0,1,0,134000
Cocody,37.0,1.0,38.0,7,Haut standing,0,0,0,162000
Yopougon,43.0,1.0,7.0,6,Économique,0,1,1,80000
Yopougon,108.0,3.0,25.0,0,Économique,0,0,0,101000
Treichville,173.0,6.0,33.0,1,Économique,0,0,1,281000
Yopougon,161.0,6.0,8.0,3,Économique,0,1,1,235000
Treichville,36.0,1.0,,4,Économique,0,1,0,92000
Marcory,122.0,6.0,0.0,10,Économique,0,0,1,366000
Treichville,70.0,4.0,7.0,9,Économique,0,1,1,239000
Riviera,58.0,1.0,9.0,10,Moyen,0,0,0,287000
Yopougon,99.0,5.0,24.0,3,Moyen,1,0,0,142000
Yopougon,69.0,2.0,30.0,3,Économique,0,1,1,88000
Abobo,41.0,3.0,38.0,8,Moyen,0,0,1,61000
Riviera,53.0,2.0,2.0,3,Moyen,0,1,1,290000
Marcory,77.0,3.0,38.0,3,Moyen,0,1,1,211000
Adjamé,171.0,6.0,37.0,3,Moyen,0,1,1,279000
Koumassi,34.0,1.0,34.0,1,Économique,0,1,0,60000
Abobo,47.0,2.0,7.0,7,Moyen,1,0,1,75000
Cocody,80.0,3.0,0.0,3,Économique,1,0,1,517000
Adjamé,61.0,2.0,4.0,4,Économique,1,1,1,162000
Cocody,114.0,6.0,26.0,7,Économique,0,0,0,465000
Abobo,82.0,4.0,25.0,3,Moyen,0,1,1,110000
Koumassi,41.0,3.0,25.0,4,Moyen,0,0,1,102000
Marcory,70.0,4.0,10.0,4,Économique,0,1,1,233000
Port-Bouët,101.0,3.0,,5,Moyen,0,0,0,170000
Cocody,128.0,4.0,1.0,6,Haut standing,1,0,1,860000
Port-Bouët,47.0,,20.0,2,Économique,0,1,0,97000
Yopougon,104.0,3.0,25.0,9,Économique,0,0,1,154000
Marcory,78.0,4.0,11.0,10,Moyen,0,1,0,308000
Cocody,160.0,7.0,8.0,2,Économique,0,1,0,743000
Riviera,71.0,3.0,22.0,8,Moyen,0,0,0,325000
Cocody,41.0,3.0,4.0,0,Moyen,0,1,0,198000
Marcory,64.0,2.0,8.0,9,Économique,0,0,1,215000
Treichville,28.0,2.0,9.0,11,Économique,1,1,0,98000
Abobo,30.0,1.0,9.0,7,Économique,0,1,0,30000
Abobo,34.0,1.0,13.0,9,Moyen,0,0,1,55000
Cocody,115.0,5.0,35.0,2,Économique,0,0,1,533000
Marcory,108.0,5.0,9.0,4,Moyen,1,1,1,729000
Marcory,118.0,6.0,36.0,2,Économique,0,1,0,241000
Marcory,67.0,4.0,37.0,9,Économique,1,1,1,285000
Yopougon,54.0,3.0,21.0,0,Moyen,0,0,0,75000
Adjamé,243.0,9.0,22.0,9,Moyen,1,1,1,613000
Marcory,98.0,5.0,15.0,4,Moyen,0,0,1,338000
Yopougon,50.0,2.0,10.0,7,Économique,0,1,1,94000
Yopougon,182.0,6.0,34.0,4,Économique,0,0,0,135000
Riviera,169.0,6.0,19.0,3,Moyen,1,0,1,775000
Riviera,124.0,4.0,36.0,8,Moyen,1,1,1,456000
Port-Bouët,84.0,3.0,4.0,0,Moyen,0,0,0,162000
Marcory,58.0,2.0,35.0,4,Économique,0,1,0,142000
Cocody,72.0,3.0,12.0,0,Économique,0,1,1,284000
Treichville,157.0,6.0,16.0,5,Moyen,0,1,0,468000
Marcory,62.0,3.0,25.0,9,Haut standing,0,0,0,261000
Yopougon,46.0,3.0,19.0,8,Haut standing,0,0,1,114000
Koumassi,123.0,5.0,38.0,10,Moyen,0,1,1,302000
Bingerville,89.0,4.0,32.0,1,Économique,1,0,0,222000
Port-Bouët,63.0,4.0,29.0,3,Moyen,0,0,0,120000
Yopougon,66.0,4.0,15.0,7,Haut standing,0,1,0,132000
Adjamé,26.0,1.0,6.0,2,Économique,0,1,1,54000
Treichville,69.0,2.0,29.0,6,Économique,0,0,1,151000
Cocody,150.0,5.0,1.0,11,Moyen,0,1,1,1141000
Adjamé,54.0,2.0,11.0,6,Économique,0,0,0,99000
Cocody,263.0,10.0,39.0,1,Moyen,1,1,1,1401000
Yopougon,90.0,5.0,0.0,11,Haut standing,0,0,0,216000
Treichville,20.0,1.0,2.0,9,Haut standing,0,0,1,51000
Adjamé,,2.0,7.0,3,Haut standing,0,1,0,106000
Koumassi,20.0,1.0,25.0,0,Moyen,0,1,0,38000
Treichville,102.0,3.0,39.0,7,Économique,0,0,0,154000
Port-Bouët,54.0,1.0,10.0,9,Moyen,0,1,1,144000
Treichville,125.0,6.0,20.0,9,Économique,0,0,1,370000
Yopougon,163.0,8.0,4.0,8,Économique,1,1,0,313000
Koumassi,137.0,6.0,39.0,0,Moyen,1,1,0,290000
Adjamé,136.0,5.0,25.0,10,Économique,0,1,0,225000
Riviera,72.0,2.0,20.0,6,Économique,0,0,0,293000
Marcory,55.0,,8.0,0,Économique,0,0,1,198000
Adjamé,117.0,6.0,16.0,11,Haut standing,0,0,0,330000
Abobo,,1.0,36.0,0,Économique,0,0,1,48000
Riviera,74.0,3.0,1.0,8,Économique,0,0,1,385000
Plateau,58.0,1.0,39.0,9,Haut standing,0,0,0,314000
Koumassi,62.0,2.0,27.0,9,Moyen,0,1,1,181000
Abobo,122.0,4.0,26.0,5,Économique,1,0,1,144000
Marcory,60.0,3.0,,0,Moyen,1,1,1,213000
Yopougon,123.0,6.0,0.0,6,Économique,0,0,0,188000
Treichville,162.0,,10.0,2,Économique,0,1,0,399000
Abobo,68.0,3.0,38.0,9,Haut standing,0,1,1,122000
Bingerville,49.0,1.0,17.0,3,Économique,1,0,0,126000
Abobo,146.0,6.0,26.0,3,Moyen,1,1,1,247000
Abobo,106.0,5.0,9.0,7,Moyen,1,1,0,219000
Abobo,59.0,2.0,35.0,0,Économique,0,0,0,57000
Cocody,76.0,3.0,20.0,7,Moyen,0,1,1,492000
Marcory,110.0,4.0,27.0,8,Économique,0,0,0,309000
Yopougon,36.0,,0.0,10,Économique,1,0,0,73000
Treichville,196.0,8.0,13.0,6,Moyen,1,1,0,651000
Plateau,140.0,6.0,19.0,0,Économique,0,0,0,462000
Yopougon,91.0,4.0,8.0,6,Moyen,0,0,0,147000
Treichville,191.0,9.0,26.0,5,Économique,1,1,0,560000
Marcory,175.0,8.0,3.0,4,Moyen,0,1,1,915000
Yopougon,82.0,2.0,36.0,4,Moyen,1,1,0,150000
Cocody,79.0,4.0,17.0,0,Économique,0,1,1,381000
Riviera,80.0,2.0,30.0,5,Haut standing,0,1,1,476000
Bingerville,119.0,6.0,38.0,3,Moyen,0,0,1,327000
Adjamé,115.0,4.0,9.0,0,Haut standing,0,1,1,318000
Cocody,30.0,1.0,8.0,11,Économique,0,0,0,134000
Koumassi,111.0,3.0,27.0,7,Haut standing,1,1,0,296000
Port-Bouët,110.0,5.0,27.0,7,Moyen,1,1,0,250000
Koumassi,20.0,1.0,12.0,11,Moyen,0,1,1,52000
Cocody,81.0,4.0,17.0,10,Haut standing,0,1,1,550000
Abobo,94.0,4.0,11.0,3,Moyen,0,1,1,161000
Port-Bouët,33.0,2.0,7.0,6,Haut standing,0,1,1,124000
Abobo,45.0,2.0,22.0,2,Moyen,1,1,0,62000
Abobo,57.0,3.0,4.0,7,Moyen,0,1,1,90000
Yopougon,120.0,4.0,6.0,6,Économique,0,0,0,170000
Abobo,166.0,6.0,14.0,4,Économique,1,1,1,227000
Cocody,116.0,4.0,2.0,4,Moyen,0,0,0,522000
Abobo,97.0,,17.0,8,Haut standing,1,1,0,190000
Cocody,129.0,5.0,37.0,5,Moyen,0,0,0,504000
Yopougon,20.0,1.0,25.0,5,Moyen,1,1,1,43000
Treichville,159.0,6.0,37.0,1,Moyen,1,0,1,405000
Abobo,85.0,2.0,32.0,10,Économique,1,0,0,87000
Cocody,149.0,7.0,20.0,4,Économique,1,1,0,857000
Adjamé,125.0,5.0,,11,Économique,0,0,0,228000
Port-Bouët,59.0,2.0,1.0,3,Économique,0,0,0,115000
Plateau,103.0,,24.0,9,Moyen,0,1,0,548000
Cocody,62.0,2.0,18.0,2,Moyen,1,0,1,419000
Plateau,114.0,5.0,37.0,8,Économique,0,1,1,443000
Bingerville,207.0,8.0,24.0,10,Économique,1,1,1,676000
Abobo,114.0,6.0,38.0,11,Économique,0,1,0,108000
Yopougon,20.0,1.0,3.0,6,Économique,1,0,1,41000
Cocody,58.0,1.0,2.0,3,Moyen,0,0,0,261000
Abobo,140.0,7.0,33.0,8,Économique,0,1,0,156000
Bingerville,56.0,3.0,9.0,8,Économique,0,0,0,173000
Port-Bouët,163.0,8.0,26.0,11,Haut standing,0,0,1,519000
Abobo,51.0,1.0,25.0,6,Économique,0,0,1,56000
Cocody,152.0,7.0,26.0,4,Moyen,0,1,1,824000
Cocody,69.0,2.0,0.0,8,Moyen,0,1,0,421000
Cocody,120.0,6.0,19.0,6,Économique,1,0,1,493000
Marcory,141.0,6.0,24.0,8,Moyen,0,0,1,511000
Cocody,102.0,3.0,9.0,10,Moyen,0,1,0,477000
Marcory,73.0,2.0,0.0,2,Économique,1,0,0,252000
Yopougon,104.0,5.0,15.0,10,Économique,1,1,1,221000
Riviera,85.0,3.0,10.0,8,Moyen,0,0,1,490000
Abobo,93.0,3.0,3.0,0,Économique,1,0,1,109000
Port-Bouët,37.0,2.0,34.0,4,Économique,1,0,0,67000
Koumassi,127.0,5.0,12.0,1,Économique,1,0,0,281000
Cocody,101.0,3.0,20.0,0,Économique,1,1,1,543000
Koumassi,31.0,2.0,14.0,2,Moyen,0,1,1,101000
Marcory,76.0,3.0,9.0,6,Moyen,0,1,0,352000
Abobo,24.0,1.0,37.0,2,Moyen,0,1,1,30000
Treichville,94.0,3.0,10.0,9,Économique,0,0,0,242000
Riviera,119.0,5.0,31.0,9,Haut standing,0,1,0,624000
Marcory,64.0,4.0,32.0,10,Moyen,0,1,0,243000
Marcory,61.0,3.0,19.0,8,Moyen,0,0,0,212000
Riviera,73.0,3.0,35.0,2,Économique,0,0,0,238000
Cocody,61.0,1.0,29.0,10,Moyen,0,0,1,251000
Adjamé,55.0,2.0,9.0,5,Haut standing,0,0,1,151000
Koumassi,28.0,1.0,14.0,1,Économique,1,1,1,83000
Port-Bouët,60.0,2.0,28.0,7,Moyen,0,1,0,123000
Riviera,37.0,1.0,,9,Moyen,1,1,1,275000
Riviera,159.0,6.0,20.0,4,Économique,0,0,1,411000
Cocody,173.0,7.0,14.0,1,Moyen,0,0,0,843000
Port-Bouët,115.0,4.0,2.0,6,Économique,0,0,0,219000
Abobo,155.0,5.0,32.0,2,Moyen,0,1,1,158000
Abobo,57.0,2.0,37.0,4,Haut standing,0,0,0,69000
Cocody,118.0,6.0,18.0,10,Haut standing,1,0,0,887000
Adjamé,116.0,5.0,3.0,8,Moyen,1,1,1,368000
Riviera,105.0,3.0,11.0,0,Moyen,1,0,1,625000
Riviera,72.0,2.0,24.0,1,Moyen,0,0,0,264000
Yopougon,90.0,3.0,33.0,4,Moyen,0,0,0,112000
Cocody,103.0,5.0,16.0,3,Économique,0,0,0,416000
Yopougon,102.0,3.0,5.0,0,Économique,0,1,0,154000
Port-Bouët,53.0,3.0,11.0,6,Moyen,0,0,0,124000
Adjamé,168.0,6.0,14.0,8,Économique,0,0,0,323000
Yopougon,94.0,3.0,16.0,0,Haut standing,1,0,0,211000
Cocody,132.0,5.0,0.0,7,Moyen,0,0,1,895000
Yopougon,67.0,4.0,13.0,8,Économique,1,1,0,148000
Yopougon,114.0,5.0,1.0,1,Économique,0,0,0,178000
Riviera,97.0,5.0,3.0,0,Haut standing,0,0,1,590000
Abobo,56.0,1.0,1.0,5,Haut standing,1,1,0,125000
Treichville,,3.0,25.0,6,Économique,0,0,1,244000
Abobo,77.0,4.0,,1,Moyen,0,1,1,104000
Cocody,81.0,3.0,32.0,4,Moyen,0,0,1,407000
Riviera,143.0,7.0,38.0,4,Moyen,0,1,0,447000
Yopougon,86.0,4.0,5.0,6,Moyen,0,1,0,128000
Yopougon,139.0,7.0,29.0,11,Économique,0,1,0,194000
Yopougon,120.0,4.0,21.0,10,Moyen,0,1,0,208000
Adjamé,96.0,5.0,,0,Économique,1,0,1,183000
Adjamé,,5.0,18.0,9,Économique,0,1,1,274000
Koumassi,142.0,6.0,9.0,7,Économique,0,0,1,259000
Marcory,96.0,3.0,5.0,4,Économique,0,0,0,272000
Treichville,100.0,4.0,25.0,11,Moyen,1,0,1,301000
Cocody,148.0,6.0,2.0,2,Économique,0,0,0,602000
Adjamé,123.0,5.0,2.0,8,Moyen,0,1,1,294000
Cocody,167.0,6.0,5.0,10,Moyen,0,0,0,766000
Abobo,85.0,4.0,9.0,2,Haut standing,1,1,1,141000
Bingerville,48.0,1.0,37.0,6,Moyen,0,0,0,129000
Bingerville,62.0,2.0,12.0,9,Haut standing,0,1,0,249000
Yopougon,30.0,2.0,37.0,11,Économique,0,1,1,40000
Yopougon,60.0,1.0,11.0,6,Moyen,0,1,1,109000
Cocody,123.0,5.0,26.0,9,Économique,0,1,1,593000
Adjamé,85.0,3.0,7.0,11,Moyen,1,1,0,237000
Port-Bouët,56.0,3.0,4.0,7,Économique,0,0,0,104000
Marcory,68.0,2.0,35.0,9,Moyen,0,0,0,212000
Yopougon,105.0,5.0,37.0,7,Économique,0,1,1,136000
Port-Bouët,70.0,4.0,29.0,3,Économique,0,1,0,117000
Bingerville,80.0,4.0,36.0,0,Moyen,0,0,1,253000
Marcory,38.0,3.0,28.0,3,Haut standing,0,0,1,200000
Abobo,157.0,5.0,21.0,5,Économique,1,0,0,210000
Marcory,168.0,8.0,,9,Haut standing,0,0,1,791000
Cocody,58.0,2.0,9.0,10,Économique,0,1,1,296000
Riviera,76.0,3.0,10.0,5,Moyen,0,0,0,321000
Port-Bouët,28.0,1.0,34.0,5,Haut standing,1,1,0,71000
Koumassi,151.0,7.0,22.0,11,Économique,1,1,0,399000
Cocody,44.0,2.0,7.0,6,Économique,1,0,0,186000
Port-Bouët,89.0,3.0,20.0,11,Économique,0,0,0,134000
Yopougon,51.0,3.0,36.0,10,Économique,0,0,1,70000
Treichville,90.0,5.0,27.0,0,Moyen,0,1,0,232000
Abobo,137.0,6.0,30.0,9,Moyen,0,0,1,167000
Cocody,119.0,4.0,27.0,0,Haut standing,0,0,1,518000
Koumassi,124.0,6.0,26.0,6,Économique,1,0,1,268000
Abobo,41.0,3.0,39.0,11,Moyen,0,0,0,43000
Plateau,88.0,4.0,20.0,3,Économique,0,0,1,360000
Plateau,220.0,9.0,8.0,5,Haut standing,0,0,1,1513000
Plateau,102.0,5.0,28.0,5,Économique,0,0,0,425000
Cocody,92.0,3.0,14.0,8,Haut standing,0,1,1,674000
Abobo,79.0,3.0,32.0,1,Moyen,0,0,0,90000
Port-Bouët,97.0,5.0,36.0,3,Moyen,0,1,0,155000
Cocody,90.0,4.0,35.0,3,Économique,1,1,0,380000
Cocody,201.0,8.0,27.0,6,Haut standing,1,1,0,1321000
Abobo,133.0,4.0,9.0,0,Moyen,0,0,1,171000
Port-Bouët,84.0,4.0,22.0,4,Moyen,0,0,0,157000
Treichville,129.0,5.0,27.0,10,Moyen,0,1,0,295000
Treichville,60.0,3.0,33.0,3,Économique,0,1,1,147000
Abobo,89.0,3.0,4.0,1,Économique,1,0,1,129000
Marcory,70.0,2.0,17.0,4,Moyen,0,0,0,223000
Cocody,125.0,5.0,5.0,8,Économique,0,1,1,699000
Koumassi,86.0,2.0,22.0,7,Moyen,0,0,0,150000
Abobo,96.0,,27.0,8,Moyen,0,1,1,147000
Abobo,82.0,4.0,12.0,6,Économique,0,1,1,110000
Koumassi,107.0,4.0,24.0,9,Moyen,0,0,0,218000
Adjamé,126.0,5.0,6.0,6,Moyen,1,1,0,344000
Marcory,169.0,6.0,1.0,1,Moyen,0,0,0,618000
Yopougon,78.0,4.0,15.0,11,Moyen,0,1,0,167000
Cocody,53.0,3.0,1.0,2,Économique,1,0,0,276000
Cocody,110.0,4.0,35.0,10,Haut standing,0,0,0,537000
Adjamé,46.0,3.0,1.0,9,Économique,1,1,0,122000
Bingerville,77.0,4.0,37.0,7,Haut standing,0,0,0,229000
Riviera,39.0,2.0,9.0,10,Économique,1,1,0,234000
Abobo,304.0,10.0,13.0,1,Économique,0,0,0,253000
